1,"Salvation Center, Austin",7952 Anderson Square,Austin ,Texas,78757,United States,(512) 371-9293,info@salvationcenter.org,,Pastor Doyin Oke
1,"Solid Rock, Phoenix","5955 W. Myrtle Avenue, Suite 5",Glendale ,Arizona,85301,United States,(623) 842-1883,Ezekiel_ojo@yahoo.com,,Pastor Leke Ezekiel Ojo
1,Jesus Assembly Antelope Valley,1111 Avenue L-12,West Lancaster, California,93534,United States,(818) 272-9361,darmies7@yahoo.com,,Pastor Darmie Ademola Sule-Odu
1,Jesus House Central Valley,17400 Murphy Parkway,Lathrop ,California,95330,United States,(209) 858-5238,yinkasomotun@yahoo.com,,Pastor Adeyinka Somotun
1,"God's Sanctuary of Praise, Sacramento",4121 Power Inn Road,Sacramento ,California,95826,United States,(916) 690-3988,segunolusola1@yahoo.com,,Pastor Segun Olusola
1,"Glory Cathedral, Hartford",1115-1133 Broad Street,Hartford ,Connecticut,06106,United States,(860) 904-2531,Redeemed20011@gmail.com,,Pastor Tola Olaseni Adelani
1,Cornerstone Worship Center,"670 North Arizona Avenue, Suite 11",Chandler ,Arizona,85225,United States,(480) 833-8216,cornerstonemesa@msn.com,,Pastor Michael Ibukun Olotu
1,Jubilee Parish,11122 W Alabama Avenue Suite A,Youngtown ,Arizona,85363,United States,(602) 299-0908,pastorjubilee@yahoo.com,,Pastor Julie Aigbokhan
1,Glory Tabernacle,"3921 E. 29th Street, Suite 301",Tucson ,Arizona,85711,United States,(520) 790-5043,Info@gttucson.org,,Pastor Peter Adeyemi
1,"House Of Praise, Las Vegas",3035 E. Patrick Lane. Unit 4,Las Vegas, Nevada,89120,United States,(702) 650-3189,Husim@rccgna.org,,Pastor Hezekiah O. Usim
1,"City Of Hope, Las Vegas","DoubleTree by Hilton Hotel Las Vegas Airport, 7250 Pollock Drive",Las Vegas,Nevada,,United States,(702) 488-3262,"Golalere@yahoo.com,oluwatosinolalere@yahoo.com",,Pastor Gabriel Olalere
1,"House Of Praise, Reno",295 Gentry Way # 5,Reno ,Nevada,89502,United States,(775) 682-0952,gchufula@yahoo.com,,Pastor Gideon N Ngalla
1,Fountain of Life Parish,2853 South Sossaman Road Suite A 101,Mesa ,Arizona,85212,United States,(480) 577-2406,"jonathanlabija@yahoo.com, rccgfountainoflifemesa@gmail.com",,Pastor Jonathan Labija
1,"King's Court Parish, Los Angeles",10513 Hawthorne Blvd.,Los Angeles,California,90304,United States,(310) 999-2668,kingscourtparish@sbcglobal.net,,Pastor Chinwe Nwafor
1,Mount Zion,855 w Victoria st suite G,Compton ,California,90220,United States,(310) 894-2376,Pastor@mountzioncarson.org,,Ass't Pastor Adebambo Osibamiro
1,"Victory House, Dallas Metro","7111 Marvin D. Love Frwy, Suite 210",Dallas ,Texas,75237,United States,(972) 572-7133,Info@victoryhousetx.org,,Pastor Julius Pade Okunola
1,House Of Prayer - Long Beach,1951 E. Spring Street,Long Beach, California,90806,United States,(562) 882-9740,Pastorvalwise@gmail.com,,Pastor Valentine O. Anthony-wise
1,Jesus House Toronto,1444 Dupont Street,Toronto ,Ontario,M6P 4H3,Canada,(416) 535-9221,Jesushousetoronto@yahoo.ca,,Ass't Pastor Kenneth Egede
1,Covenant Chapel,66 Toro Road,North York, Ontario,M3J 2A9,Canada,(416) 633-3288,admin@covenantchapel.ca,,Pastor Tayo Ojajuni
1,Christ Chapel,7-250 Bayview Drive,Barrie ,Ontario,L4N 4Y8,Canada,(416) 579-4526,Fakinsola@sympatico.ca,,Ass't Pastor Folarin Akinsola
1,Jesus House Scarborough,32 Progress Avenue,Scarborough ,Ontario,M1P 2Y4,Canada,(647) 989-3510,Paladesua@yahoo.com,,Pastor Phillips Aladesua
1,Chapel Of Glory,545 Kingston Road West,Ajax ,Ontario,L1T 3A3,Canada,(905) 239-9469,Pastor@chapelofgloryajax.com,,Pastor Victor Erhabor
1,Solid Rock,951 Denison Street - Unit12b,Markham ,Ontario,L3R 3W9,Canada,(647) 283-0427,Pastor@solidrockmarkham.ca,,Deacon Tony Eguavoen
1,Restoration Chapel,17 Alma Crescent Fairview,Halifax ,Nova Scotia,B3N 3E6,Canada,(902) 404-2366,Rccgrestorationchapelhalifax@yahoo.ca,,Ass't Pastor Simeon Bisi Olugbile
1,Overcomer's Chapel,2817 Riverside Drive,Ottawa ,Ontario,K1V 8N4,Canada,(613) 762-0975,Pastorfemiolawale@yahoo.ca,,Pastor Olufemi Olawale
1,"Maranatha Chapel, Buena Park",7039 Orangethope Ave.,Buena Park, California,90621,United States,(949) 205-8712,malomojide@yahoo.com,,Ass't Pastor Olajide Malomo
1,Messiah Chapel,"7148 Cote Des Neiges, Junction Jean Talon",Montreal ,Quebec,H3R 2G7,Canada,(514) 571-7655,Rccgmessiahchapel@yahoo.com,,Not Assigned
1,"King's Assembly, Hesperia","10232 I Avenue, Suite 15",Hesperia ,California,92345,United States,(760) 947-1699,Pchinno7@yahoo.com,,Ass't Pastor Innocent Odinigwe
1,"Maranatha Chapel, Montreal",6 Ronlad Drive,Montreal ,Quebec,H8R 2S3,Canada,(514) 365-8989,Rccgmaranatha@hotmail.com,,Ass't Pastor Omololu Francis Abiodun
1,Chapel Of Grace,"26 Cleopatra Drive,nepean",Ottawa ,Ontario,K2G 0B3,Canada,(613) 791-1332,Oludareayeni@hotmail.com,,Pastor Oludare Ayeni
1,"Jesus Chapel, Santa Clarita",17739 Sierra Highway,Canyon Country, California,91387,United States,(818) 795-8391,chrisethakpemhi@yahoo.com,,Deacon Christopher A. Ethakpemhi
1,King's Assembly,190 S. Arrowhead Avenue,San Bernadino, California,92408,United States,(951) 210-4366,Rccgkingsassembly1@hotmail.com,,Deaconess Jessy Uzowuru
1,Chapel De La Resurrection,355 Notre-dame St,Gatineau ,Quebec,J8P 1L4,Canada,(613) 601-3362,Sraji@rccgna.org,,Pastor Segun Raji
1,Jesus Embassy,6640 Van Nuys Blvd,Van Nuys, California,91045,United States,(877) 808-2474,Enfaf@yahoo.com,,Pastor Idowu Olaniran Fafowora
1,Cornerstone Assembly,1405 30th Street Suite B,San Diego, California,92154,United States,(858) 254-2887,Oluwahonor@yahoo.com,,Pastor Iyioluwa Olaoye
1,"Rccg - King's Court Parish, Covina","451 W. Arrow Hwy, Suite D",Azusa ,California,91702,United States,(626) 727-6022,Kingscourtcovina@live.com,,Pastor Babafemi T Akinfolajimi
1,Cornerstone Chapel,11 York Street,Moncton ,New Brunswick,E1C 2Y2,Canada,(506) 855-7224,Pastor@cornerstonemoncton.org,,Pastor Olugbenga Adenuga
1,"Jesus House, Halifax",2760 Robie Street,Halifax ,Nova Scotia,B3K 4P2,Canada,(902) 423-5629,Jesushousehalifa@yahoo.ca,,Deaconess Gladys Bawo Omamofe
1,Living Springs Chapel,"1417c Cyrville Road, 2nd Floor",Ottawa ,Ontario,K1B 3L7,Canada,(613) 590-0938,Rccglivingspring@bell.net,,Pastor Segun Orimoloye
1,Heaven's Gate Chapel,"100 Malvern Drive, Rm 202 & 205",Nepean ,Ontario,K2J 2G5,Canada,(613) 276-5481,Heavensgatechapel@yahoo.ca,,Ass't Pastor Fidelis Chukwuma Kpando
1,Victory House Of California,6640 Van Nuys Boulevard,Van Nuys, California,91405,United States,(323) 385-4442,Bonje682002@yahoo.com,,Ass't Pastor Bolaji Anthony Adeduro
1,Omega Chapel,62 Emmalee Drive,Stratford,Ontario,C1B 0B6,Canada,(902) 314-3026,Tundeolaitan@yahoo.com,,Brother Tunde Olaitan
1,"Eagle's Nest, Culver City",4095 Overland Avenue,Culver City, California,90230,United States,(310) 995-7132,Kingsoti@yahoo.com,,Deacon Kingsley Oti
1,Beautiful Gate,127 Butler Street,Kingston ,Ontario,K7K5A5,Canada,(613) 449-2290,Beautifulgate.kingston@gmail.com,,Ass't Pastor Olubode Olutunda
1,Triumphant Chapel,"Holiday Inn, 6700 Route Trans Canadian",Pointe-claire ,Quebec,H9R 1C2,Canada,(514) 655-4514,Perrybasil@yahoo.ca,,Deaconess Olayinka Akinlosotu
1,"Jesus House, Antioch",2013 C Street,Antioch ,California,94509,United States,(925) 350-0484,admin@rccgjha.org,,Pastor Olayemi Oyinkansola
1,Dayspring Parish,7635 Darcel Avenue,Mississauga,Ontario,L4T 2Y2,Canada,(647) 339-9595,Damolaalabi@yahoo.com,,Deacon Damola Gboyega Alabi
1,"Jesus House, San Francisco",25580 Campus Drive,Hayward ,California,94542,United States,(510) 475-1144,Pastordots@hotmail.com,,Pastor Dotun Kukoyi
1,Victory Court,100 112th Ave NE,Bellevue ,Washington,98004,United States,(425) 455-5240,info@victorycourt.org,,Deacon Dara Adekanmbi
1,Living Waters Chapel,"Unit 11, 144 Kennedy Road South",Brampton ,Ontario,L6W 3G4,Canada,(416) 417-9301,Ayoajayi@rocketmail.com,,Deacon Ayodeji Ajayi
1,Grace Bible Fellowship,8833 Pacific Avenue Suite F,Tacoma ,Washington,98444,United States,(253) 539-2906,Dezspring@yahoo.com,,Pastor Dez Emeson
1,Victory House,175 Rexdale Blvd (near Rexdale & Kiplin Jct),Etobicoke ,Ontario,M9W 1P7,Canada,(647) 478-3319,Omolaraoladiti@yahoo.com,,Deaconess Omolara Oladiti
1,Living Foundation Chapel,830 Everett Mall Way (behind Applebee's),Everett ,Washington,98208,United States,(425) 971-3529,Jimi_isaac@yahoo.com,,Ass't Pastor Olujimi Isaac Sofowora
1,Glory House,"12 Falconer Drive, Unit 12,",Mississauga ,Ontario,L5N 3L9,Canada,(647) 898-6073,Dojekanmi@rccgna.org,,Ass't Pastor Davies Ojekanmi
1,"Redemption Parish, Stockton",3059 Waterloo Rd,Stockton ,California,95205,United States,(510) 773-7874,Pakinjo@gmail.com,,Deacon Paul Olusiji Akinjo
1,"Redemption Haven Parish, Oakland",6643 Bancroft Avenue,Oakland ,California,94605,United States,(510) 282-6401,Rccgoakland@sbcglobal.net,,Pastor Ebi Thourn
1,Chapel Of Mercy,10302 NE Sandy Blvd,Portland ,Oregon,97220,United States,(503) 269-4292,Majekol@msn.com,,Pastor Ronke Majekodunmi
1,Peace Assembly,"2251 Florin Road, Ste 102",Sacramento ,California,95822,United States,(916) 519-4262,chidinmaevuka@gmail.com,,Sister Chidinma Favor Evuka
1,"Redemption Parish, Sacramento",548 Display Way,Sacramento ,California,95838,United States,(916) 641-7224,rccgsacto@sbcglobal.net,,Pastor Olufunmilola Bukola Oluwafemi
1,"Dominion Chapel, Connecticut",360 Granfield Avenue,Bridgeport ,Connecticut,06610,United States,(203) 209-3673,Nsaingbe@att.net,,Pastor Nathaniel K Saingbe
1,"Chapel Of His Glory, Waterbury",1420 Meriden Road,Waterbury ,Connecticut,06705,United States,(203) 606-3335,Akinmobolaji@yahoo.com,,Ass't Pastor Akinola Oluwaseun Mobolaji
1,Restoration Arena,1069 East Main Street,Stamford ,Connecticut,06902,United States,(917) 476-9552,akindotun@aol.com,,Ass't Pastor Akinbobola O Modupe
1,Dominion House,"58 Dixon Street,",Bridgeport ,Connecticut,06604,United States,(203) 243-6620,Fawale@netzero.com,,Pastor Olawale Adesina Fawale
1,"Chapel Of His Glory, West Haven",389 Campbell Avenue,West Haven, Connecticut,06516,United States,(203) 444-8534,Isaacajayi@msn.com,,Pastor Segun Isaac Ajayi
1,"Sanctuary Of Praise, New London",866 Bank Street,New London, Connecticut,06320,United States,(860) 694-9490,fkoya2013@gmail.com,,Pastor Olufemi Olalekan Adekoya
1,"Chapel Of His Glory, Storrs Parish",1733 Storrs Road,Storrs ,Connecticut,06268,United States,(860) 634-2195,Rccg_cohg_storrsct@yahoo.com,,Deacon B. Oyekunle Okele
1,King's Court,14 Automatic Street,Brampton ,Ontario,L8R 2A7,Canada,(647) 393-5220,Aobanjo@yahoo.com,,Pastor Adebola Banjo
1,"Dominion Chapel, Etobicoke","789 Arrow Road, Unit 9",North York, Ontario,M9M 2L4,Canada,(647) 272-5105,Gannyodu@yahoo.ca,,Pastor Ganiyu Odujebe
1,Victory Parish Miami,15101 Nw 5th Avenue,Miami ,Florida,33169,United States,(786) 428-0078,Rccgvictorymiami@bellsouth.net,,Pastor Chris Ogali
1,Jesus House,2921 south Orlando Drive # 170,Sanford ,Florida,32771,United States,(321) 948-2454,Olatunde9@yahoo.com,,Pastor Olumuyiwa O Aluko
1,Salvation Parish,25001,Princeton ,Florida,33032,United States,(305) 667-2839,Joeisi_28@yahoo.com,,Ass't Pastor Josephine Isi
1,Jesus Sanctuary Orlando,3075 North Goldenrod Road,Winter Park, Florida,32792,United States,(407) 801-8917,gcnrccgmissions@aol.com,,Pastor George C Nwokoye
1,Good Shepherd Pasture Parish,2171 54th Ave North (Holiday Inn Express Hotel),St Petersburg, Florida,33714,United States,(727) 289-7083,Info@goodshepherdpasture.org,,Not Assigned
1,Latter Rain Parish,1195 N MILITARY TRAIL SUITE # B8,West Palm Beach,Florida,33409,United States,(305) 962-3749,Eteyen@hotmail.com,,Deacon Ernest Essien
1,The Master Builder's Parish,"19100 Sw 106th Avenue, Suite 20",Miami ,Florida,33157,United States,(305) 962-0154,evbayekha@aol.com,,Ass't Pastor Albert Osas Evbayekha
1,Strong Tower,8312 Oakland Park Blvd,Sunrise ,Florida,33351,United States,(713) 397-1544,Strongtowerfl@yahoo.com,,Deacon Rotimi Alalade
1,Go-ye Chapel,4092 North Monroe Street,Tallahassee ,Florida,32303,United States,(850) 385-5338,Zacch51@yahoo.com,,Pastor Zacch Olorunnipa
1,"Go-ye Chapel, Jacksonville",837 North Street,Jacksonville ,Florida,32211,United States,(904) 762-1454,papakit2003@yahoo.com,,Pastor DAPS KIT ZION
1,International Chapel,3200 Apalachee Parkway,Tallahassee ,Florida,32311,United States,(850) 942-6995,Iveywilliams@yahoo.com,,Pastor Ivey L Williams
1,Grace And Mercy Chapel,4000C West Newberry Road,Gainesville ,Florida,32607,United States,(302) 983-7181,dafemlions@yahoo.co.uk,,Brother Olufemi D Bolarinwa
1,Alleluia Side Parish,1024 Edgewood Avenue South,Jacksonville ,Florida,32205,United States,(904) 874-0513,B_faniyi@hotmail.com,,Deacon Babatunde Faniyi
1,Throne Of David Parish,"7675 N 56th Street, South Terrace Plaza",Tampa ,Florida,33617,United States,(813) 333-2610,Thronedvd05@gmail.com,,Pastor Olutunji Tom Wright
1,Good Seed Assembly,12607 North 58th Street,Tampa ,Florida,33617,United States,(813) 451-1634,Oyashmultilines@yahoo.com,,Pastor Olorunnimbe M Oloruntobo
1,"The House Of David, Milton",348 Bronte Street S. Unit 6,Milton ,Ontario,L9T 5B6,Canada,(905) 864-4654,Pastor@thehouseofdavid.ca,,Pastor Olumide Ademidun
1,House Of Praise,3085 Lenworth Drive,Mississauga ,Ontario,L4X 3A2,Canada,(416) 577-9636,Wakinsiku@rccgna.org,,Pastor Wale Akinsiku
1,Potters House,121 Charles Street West,Kitchener ,Ontario,N2G 1H6,Canada,(519) 591-2204,Vicsamarisekola@yahoo.ca,,Pastor Sanjo Arisekola-ojo
1,Family Praise Chapel,3810 Waldrop Road,Decatur ,Georgia,30034,United States,(404) 244-5456,Jadefila@yahoo.com,,Pastor Johnson Adefila
1,Solid Rock,5680 Robinson Street,Niagara Falls, Ontario,R2N 4A2,Canada,(905) 321-8547,Info@vipconnect.ca,,Brother Michael Mustafa
1,Fountain Of Life,6611 Church Street,Riverdale ,Georgia,30274,United States,(678) 887-0401,Rccglife@yahoo.com,,Pastor Wale Adeleye
1,King's Court Chapel,9435 Willeo Road,Roswell ,Georgia,30075,United States,(770) 552-8900,Kakindoju@aol.com,,Pastor Kunle Akindoju
1,Habitation Of Peace,336 Speedvale Avenue West Unit 1,Guelph ,Ontario,N1H 7M7,Canada,(519) 830-3574,Doadeosun@yahoo.com,,Pastor David Adeosun
1,International Christian Center,2735 St Mary's Road,Winnipeg ,Manitoba,R2N 4A2,Canada,(204) 261-7332,Toksokunnu@hotmail.com,,Pastor Tokunbo Okunnu
1,House Liberty,1001 Rymal Road East Unit 10,Hamilton ,Ontario,L8W 3R9,Canada,(289) 445-1351,Adenike144@yahoo.com,,Pastor Taiwo Sam Aderibigbe
1,Royal Parish,95 Church Street,St Catherines, Ontario,L2R 7L9,Canada,(905) 988-6885,Dayoadeyemo@yahoo.com,,Pastor Dayo Adeyemo
1,Throne Of Grace,1767 Northway Avenue,Windsor ,Ontario,N9B 3M1,Canada,(519) 992-8386,Graceugbeye@yahoo.co.uk,,Ass't Pastor Grace Utieyin Ugbeye
1,Grace Assembly,"6045 North Henry Blvd, Suite A",Stockbridge ,Georgia,30281,United States,(770) 506-7730,Admin@rccggc.us,,Pastor Wole Akinola-king
1,Restoration House,54 Vine Street,Hamilton ,Ontario,L8R 2A7,Canada,(905) 527-1622,Pastor@restorationhouse.ca,,Pastor Olayinka Dada
1,Praise Chapel,8957 Hwy 5,Douglasville ,Georgia,30134,United States,(770) 577-4009,Olutayo@bellsouth.net,,Ass't Pastor Olutayo Fisayo
1,Mount Zion,5405 Jonesboro Road,Lake City, Georgia,30260,United States,(404) 608-9777,Info@rccgmountzion.org,,Pastor Anthony Odugunwa
1,Freedom House For All Nations,1009 Mayor Magrath Drive S,Lethbridge ,Alberta,T1K 2P7,Canada,(403) 929-0881,Popoola_adejare@hotmail.com,,Pastor Popoola Adejare
1,New Life Assembly,2027 Box Road,Columbus ,Georgia,31907,United States,(706) 507-4914,Olakoredeo@gmail.com,,Pastor Olakorede Odutola
1,International Center For Christ (ICC),"5540 Old National Highway, Bld#2, Suite 5",Atlanta ,Georgia,30349,United States,(404) 510-3598,Jamesmarkige@gmail.com,,Ass't Pastor James Mark-Ige
1,House Of Glory,"120,3rd Street",West Brooks, Alberta,T1R 1B2,Canada,(403) 774-9415,Kola201@yahoo.com,,Ass't Pastor Kola Ebenezer Ayeni
1,City Of David,5875 Peachtree Industrial Blvd. Suite 370,Norcross ,Georgia,30092,United States,(770) 840-8500,Josephtakon@yahoo.com,,Pastor Joseph Takon
1,Fountain Of Living Waters,1211 Felton Ln,Auburn ,Alabama,36830,United States,(334) 467-0063,Rccgmontgomery@hotmail.com,,Not Assigned
1,International Worship Center,47 Mitchell Dr,Montgomery ,Alabama,36109,United States,(334) 467-1017,inforccgiwc@gmail.com,,Ass't Pastor Sodjidassi Messan Aziadapou
1,Living Faith Chapel,88 Panamount Hill Nw,Calgary ,Alberta,T3K 5R9,Canada,(403) 681-7224,Israel_dunmade@yahoo.ca,,Pastor Israel Sunday Dunmade
1,"House Of David, Calgary",Thorncliffe Greenview Community Centre,Calgary ,Alberta,T2K 0T3,Canada,(403) 681-5550,Tsowunmi@yahoo.com,,Pastor Tobusun Sowunmi
